語彙配当,通し番号,見出し,表記,品詞,阪本,新阪本,田中,池原,児言研,中央,国語研,出現数,語種,分類番号1,分類番号2,分類番号3,分類番号4,分類番号5,分類番号6,分類番号7,分類番号8,分類番号9,分類番号10
1,10,あ,,感,A2,A2,,1A2,,,○,4,W,1.1010-03,4.3010-01,,,,,,,,
1,20,ああ,,副,A1,A1,,,,A,◎,4,W,3.1010-03,4.3010-01,,,,,,,,
1,30,ああ,,感,A2,A2,,1A2,,,◎,4,W,3.1010-03,4.3010-01,,,,,,,,
3,40,アークとう,アーク灯,名,C4,C4,,,,,,2,H,1.4600-04,,,,,,,,,
3,50,アーケード,arcade,名,,C3,,,,,,1,G,1.4710-12,,,,,,,,,
3,60,アース,earth,名・ス他,C2,C2,,,,,,2,G,1.4620-16,,,,,,,,,
3,70,アーチ,arch,名,C1,C1,,,,,,2,G,1.4420-03,1.4440-08,,,,,,,,
3,80,アート,art,名,,C3,,,,,,1,G,1.3220-01,,,,,,,,,
3,90,アームチェア,armchair,名,,C4,,,,,,1,G,1.4470-03,,,,,,,,,
2,100,アール,〔仏〕are,名,B2,B2,,,,,,2,G,1.1962-21,,,,,,,,,
1,110,ああん,,感・副,,,,2B,,,,1,W,3.3390-09,4.3000-06,,,,,,,,
3,120,あい,相,名・接頭,C2,A2,,,,,,2,W,3.1120-03,,,,,,,,,
2,130,あい,愛,名,B1,B1,,,小A,C,◎,5,K,1.3020-12,,,,,,,,,
2,140,あい,×藍,名,B1,B1,,,,,,2,W,1.5020-12,,,,,,,,,
3,150,あいいく,愛育,名・ス他,C2,C2,,,,,,2,K,1.3640-13,,,,,,,,,
2,160,あいうち,相撃ち・相打ち・相討ち,名,B3,B3,,,,,,2,W,1.3570-05,
2,170,あいかぎ,合×鍵,名,B3,B3,,,,,,2,W,1.4541-02,
1,180,あいかわらず,相変わらず,副,A2,A2,,3B,小B,B,○,6,W,3.1600-03,
3,190,あいがん,哀願,名・ス自他,C2,C2,,,,,,2,K,1.3660-02,
3,200,あいがん,愛×玩,名・ス他,,C4,,,,,,1,K,1.3020-01,
2,210,あいぎ,△間着・合着,名,B3,B3,,,,,,2,W,1.4210-07,
3,220,あいきょう,愛郷,名,C3,C3,,,,,,2,K,1.3020-18,
2,230,あいきょう,愛△敬・愛×嬌,名,B1,B1,,,,,,2,K,1.3030-02,
2,240,あいくち,合口・〈×匕首〉,名,,B2,,,,,,1,W,1.3420-04,1.4550-06
3,250,あいくるしい,愛くるしい,形,C3,C3,,,,,,2,H,3.3020-11,
2,260,あいけん,愛犬,名,B2,B2,,,,,,2,K,1.5501-04,
1,270,あいこ,相子,名,A2,A2,,3A,,,,3,W,1.3571-05,
3,280,あいこ,愛顧,名,C3,C3,,,,,,2,K,1.3020-12,1.3650-12
3,290,あいご,愛護,名・ス他,B1,B1,,,中B,,,3,K,1.3020-12,1.3650-04
3,300,あいこう,愛好,名・ス他,C2,C2,,,,,,2,K,1.3020-03,
2,310,あいこく,愛国,名,B1,B1,,,小A,,,3,K,1.3020-18,
3,320,あいことば,合言葉,名,C3,C3,,,,,,2,W,1.3103-12,1.3121-05,,
1,330,あいさつ,×挨×拶,名・ス自,A1,A1,②,1B1,,A,◎,6,K,1.3121-07,1.3131-12,1.3520-10,1.3681-01
2,340,あいじ,愛児,名,B2,B2,,,,,,2,K,1.2130-01,,,
3,350,あいじゃく,愛着,名・ス自,C2,C2,,,,,,2,K,1.3020-12,,,
3,360,あいしゅう,哀愁,名,C1,C1,,,,,,2,K,1.3014-05,,,
3,370,あいしょう,愛称,名,C3,C3,,,,,,2,K,1.3102-07,,,
3,380,あいしょう,愛唱,名・ス他,C2,C2,,,,,,2,K,1.3100-23,,,
2,390,あいじょう,愛情,名,B1,B1,⑤,,小B,C,○,6,K,1.3020-12,,,
3,400,あいじん,愛人,名,C3,C3,,,,,,2,K,1.2210-05,,,
2,410,アイス,ice,名,B3,,,,,,,1,G,1.4340-14,1.5130-15,3.5170-02,
1,420,あいず,合図,名,A1,A1,②,2A,小B,A,◎,7,H,1.3121-01,,,
2,430,アイスキャンデー,〔和〕ice candy,名,,B3,,,,,,1,G,1.4340-14,,,
1,440,アイスクリーム,ice-cream,名,A2,A2,④,,,,○,4,G,1.4340-14,,,
3,450,アイスリンク,〔和〕ice rink,名,,C2,,,,,,1,G,1.2650-25,,,
2,460,あいする,愛する,サ変他,B1,B1,④,,,B,◎,5,H,2.3020-12,,,
3,470,あいせき,愛惜,名・ス他,C4,C4,,,,,,2,K,1.3021-03,,,
2,480,あいそ,愛想,名,B1,B1,,,,,,2,K,1.3030-02,,,
2,490,あいそう,愛想,名,B1,B1,,,,,○,3,K,1.3030-02,,,
1,500,あいだ,間,名,A1,A1,①,1A2,,A,◎,6,W,1.1110-03,1.1600-05,1.1652-01,1.1721-08
3,510,あいだがら,間柄,名,C1,C1,,,,,,2,W,1.1110-03,,,
3,520,あいちゃく,愛着,名・ス自,C2,,,,,,,1,K,1.3020-12,,,
3,530,あいちょう,哀調,名,C2,C2,,,,,,2,K,1.1302-09,,,
1,540,あいつ,△彼△奴,代,A2,A2,,,,,,2,W,1.2010-04,,,
2,550,あいづち,相×槌,名,B2,B2,,,,,,2,W,1.3132-05,,,
1,560,あいて,相手,名,A1,A1,③,2A,,A,◎,6,W,1.2200-01,,,
3,570,アイデア,idea,名,,C4,,,中A,,○,3,G,1.3061-03,,,
3,580,あいとう,哀悼,名・ス他,C1,C1,,,,,,2,K,1.3021-08,,,
2,590,あいどく,愛読,名・ス他,B1,B1,,,,,,2,K,1.3150-09,,,
3,600,アイドル,idol,名,,C2,,,,,,1,G,1.2340-47,,,
1,610,あいにく,△生憎,副・形動,A1,A1,④,,小B,C,○,6,W,3.1611-05,,,
2,620,アイヌ,〔アイヌ〕Ainu,名,B2,B2,,,,,,2,G,1.2300-07,,,
2,630,あいのこ,合の子・△間の子,名,B2,B2,,,,,,2,W,,,,
3,640,あいのり,相乗り,名,C3,,,,,,,1,W,1.1525-02,1.1541-03,1.3540-04
2,650,あいば,愛馬,名,B2,B2,,,,,,2,K,1.5501-08,,
3,660,あいぶ,愛×撫,名・ス他,,C3,,,,,,1,K,1.3392-05,,
2,670,あいふく,△間服・合服,名,B3,B3,,,,,,2,H,1.4210-07,,
3,680,あいぼ,愛慕,名・ス他,C2,C2,,,,,,2,K,1.3020-15,,
